filtered_text,Label,text_length,presence_of_digit
you have won a guaranteed cash or a prize to claim yr prize call our customer service representative on,1,19,0
would you like to see my xxx pics they are so hot they were nearly banned in the uk,1,19,0
hmv bonus special 500 pounds of genuine hmv vouchers to be won just answer 4 easy questions play now send hmv to 86688 more info www com,1,27,3
watching tv now i got new job,0,7,0
this pen thing is beyond a joke wont a biro do do not do a masters as do this ever again,0,21,0
i am at a party with alex nichols,0,8,0
u have a secret admirer who is looking 2 make contact with out who they r reveal who thinks ur so on 09058094594,1,23,2
just seeing your missed call my dear brother do have a gr8 day,0,13,1
ok finishing soon,0,3,0
sorry i help you on this,0,6,0
come to me slave your doing it again going into your shell and unconsciously avoiding me you are making me unhappy,0,21,0
i love your ass do you enjoy doggy style,0,9,0
i think asking for a gym is the excuse for lazy people i jog,0,14,0
dear 0776xxxxxxx been invited to xchat this is our final attempt to contact u txt chat to 86688 150p msgrcvdhg suite342 2lands row w1j6hl ldn 18yrs,1,26,8
urgent please call 09061743811 from landline your abta complimentary 4 tenerife holiday or cash await collection sae t and cs box 326 cw25wx 150ppm,1,24,5
no on the way home so if not for the long dry spell the season would have been over,0,19,0
i gotta collect da car at 6 lei,0,8,1
ok but knackered just came home and went to sleep not good at this full time work lark,0,18,0
probably earlier than that if the where i think it is,0,11,0
call 09090900040 and listen to extreme dirty live chat going on in the office right now total privacy no one knows your listening 60p min 24 7mp 0870753331018,1,28,5
good morning plz call me sir,0,6,0
freemsg hey u i just got 1 of these video pic fones reply wild to this txt and ill send u my pics hurry up im so bored at work xxx 18 150p rcvd stop2stop,1,35,4
uh heads up we do not have that much left,0,10,0
i tot u outside cos darren say u come shopping of course we nice wat we jus went sim lim look at mp3 player,0,24,1
aight sounds good when do you want me to come down,0,11,0
wat would u like 4 ur birthday,0,7,1
i love working from home,0,5,0
and miss vday the parachute and double coins u must not know me very well,0,15,0
sorry i will call later,0,5,0
my sister got placed in birla soft da,0,8,0
free entry in 2 a weekly comp for a chance to win an ipod txt pod to 80182 to get entry std txt rate t and apply 08452810073 for details 18,1,31,4
wah okie okie muz make use of e unlimited haha,0,10,0
some people by mu ii am at the table by lambda,0,11,0
and stop being an old man you get to build snowman snow angels and snowball fights,0,16,0
ello babe u ok,0,4,0
hello beautiful r u ok kinda ad a row wiv and he walked out the pub i wanted a night wiv u miss u,0,24,0
then u going ikea str aft dat,0,7,0
becoz its and lt and gt jan whn al the post ofice is in holiday so she cn go fr the post ofice got it duffer,0,26,0
lol grr my mom is taking forever with my prescription pharmacy is like 2 minutes away ugh,0,17,1
for real tho this sucks i even cook my whole electricity is out and ii am hungry,0,17,0
you want to go,0,4,0
new textbuddy chat 2 horny guys in ur area 4 just 25p free 2 receive search postcode or at gaytextbuddy com txt one name to 89693 08715500022 rpl stop 2 cnl,1,31,7
its not that time of the month nor mid of the time,0,12,0
fffff can you text kadeem or are you too far gone,0,11,0
we not leaving yet ok lor then we go elsewhere n eat u thk,0,14,0
is fujitsu s series lifebook good,0,6,0
yar i wanted 2 scold u yest but late already i where got zhong se qing you if u ask me b4 he ask me then i will go out w u all lor n u still can act so real,0,41,2
dont know you bring some food,0,6,0
no current and food here i am alone also,0,9,0
i will be in sch fr i dun haf da book in sch at home,0,15,0
hello they are going to the village pub at 8 so either come here or there accordingly ok,0,18,1
ok,0,1,0
we don call like and lt and gt times oh no give us hypertension oh,0,15,0
dont give a monkeys wot they think and i certainly do not mind any friend of mine and all that just do not sleep wiv that wud be annoyin,0,29,0
omg it could snow here tonite,0,6,0
call from 08702490080 tells u 2 call 09066358152 to claim prize u have 2 enter all ur mobile and personal details the prompts careful,1,24,4
free 1st week entry 2 textpod 4 a chance 2 win 40gb ipod or cash every wk txt vpod to 81303 ts and cs www textpod net custcare 08712405020,1,29,7
carry on not disturbing both of you,0,7,0
what pa tell me i went to bath,0,8,0
jus finished avatar nigro,0,4,0
r u over scratching it,0,5,0
hope you are having a great day,0,7,0
did either of you have any do you know of anyplaces doing something,0,13,0
my planning usually stops at hella weed,0,7,0
the fact that cleaning shows you know why ii am upset your priority is constantly i want to do,0,19,0
excellent are you ready to moan and scream in ecstasy,0,10,0
more people are dogging in your area now call 09090204448 and join like minded guys why not arrange 1 yourself 1 this evening 50 minapn ls278bb,1,26,5
dude avatar 3d was imp at one point i thought there were actually flies in the room and almost tried hittng one as a reflex,0,25,1
well done your 4 costa del sol holiday or await collection call 09050090044 now toclaim sae tcs pobox334 stockport sk38xh 50 pm max10mins,1,23,6
k k why cant you come here and search job,0,10,0
i got lousy sleep i kept waking up every 2 hours to see if my cat wanted to come in i worry about him when its cold,0,27,1
yeah i will leave in a couple minutes and amp let you know when i get to mu,0,18,0
can call me at 10 10 to make sure dat woken up,0,12,2
hey we can go jazz power yoga hip hop kb and yogasana,0,12,0
the battery is for mr adewale my uncle aka egbon,0,10,0
i cant pick the phone right now pls send a message,0,11,0
wait 2 min stand at bus stop,0,7,1
oh ic i thought you meant mary jane,0,8,0
haha really oh no how then will they deduct your lesson tmr,0,12,0
nah im goin 2 the wrks with j wot bout u,0,11,1
then just eat a shit and wait for ur monkey face bitch u asshole,0,14,0
good night am going to sleep,0,6,0
aight i will grab something to eat too text me when back at mu,0,14,0
k k why cant you come here and search job,0,10,0
take something for pain if it moves however to any side in the next 6hrs see a doctor,0,18,1
lol oh no babe i wont be sliding into your place after midnight but thanks for the invite,0,18,0
howz that persons story,0,4,0
guess what somebody you know secretly fancies you wanna find out who it is give us a call on 09065394973 from landline datebox1282essexcm61xn 150p min 18,1,26,5
lol that would be awesome payback,0,6,0
it to 80488 your 500 free text messages are valid until 31 december 2005,1,14,4
yes it completely in out of form clark also utter waste,0,11,0
honeybee said ii am d sweetest in d world god laughed and amp said wait u havnt met d person reading this msg moral even god can crack jokes gm gn ge gn,0,33,0
thanks it was only from tescos but quite nice all gone now speak soon,0,14,0
a feathery bowa is that something guys have that i do not know about,0,14,0
even i cant close my eyes you are in me our vava playing umma,0,14,0
2 laptop i noe infra but too slow lar i wan fast one,0,13,1
you have won a guaranteed award or even cashto claim ur award call free on 08000407165 18 2 stop getstop on 88222 php,1,23,4
nvm ok,0,2,0
enjoy ur life good night,0,5,0
yes but can we meet in town cos will go to gep and then home you could text at bus stop and do not worry we will have finished by march ish,0,32,0
i had askd u a question some hours before its answer,0,11,0
thats cool where should i cum on you or in you,0,11,0
delhi and chennai still silent,0,5,0
lol alright i was thinkin that too haha,0,8,0
reply to win weekly where will the 2006 fifa world cup be held send stop to 87239 to end service,1,20,2
no ii am in the same boat still here at my moms check me out on yo ii am half naked,0,21,0
shhhhh nobody is supposed to know,0,6,0
sorry i will call later,0,5,0
sorry i will call later in meeting any thing related to trade please call arul and lt and gt,0,19,0
hey i will be late ii am at amk need to drink tea or coffee,0,15,0
i wnt to buy a bmw car urgently its vry urgent but hv a shortage of and lt and gt lacs there is no source to arng dis amt and lt and gt lacs thats my prob,0,37,0
urgent please call 09061743810 from landline your abta complimentary 4 tenerife holiday or 5000 cash await collection sae t and cs box 326 cw25wx 150 ppm,1,26,6
the length is e same but e top shorter n i got a fringe now i thk ii am not going liao too lazy dun wan 2 distract u also,0,30,1
s antha num corrct dane,0,5,0
no calls messages missed calls,0,5,0
sorry i will call later,0,5,0
the gettin full so i might be by tonight,0,9,0
hi darlin ive just got back and i had a really nice night and thanks so much for the lift see u tomorrow xxx,0,24,0
no other valentines huh the proof is on your fb page ugh ii am so glad i really watch your rupaul show you tool,0,24,0
free tones hope you enjoyed your new content text stop to 61610 to unsubscribe help 08712400602450p provided by tones2you co uk,1,21,3
